method,seed,task_id,model_family,axis,total_n,valid_primary_n,prompt_n,prompt_set_sha256
ip,3,bad_medical_advice,olmo3_7b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
ip,3,bad_medical_advice,olmo3_7b,unintended_generalization,560,557,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
kld,3,bad_medical_advice,olmo3_7b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
kld,3,bad_medical_advice,olmo3_7b,unintended_generalization,560,556,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
baseline,3,bad_medical_advice,qwen3_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
baseline,3,bad_medical_advice,qwen3_8b,unintended_generalization,560,551,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
freeze_first,3,bad_medical_advice,qwen3_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
freeze_first,3,bad_medical_advice,qwen3_8b,unintended_generalization,560,548,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
freeze_last,3,bad_medical_advice,qwen3_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
freeze_last,3,bad_medical_advice,qwen3_8b,unintended_generalization,560,555,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
freeze_second,3,bad_medical_advice,qwen3_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
freeze_second,3,bad_medical_advice,qwen3_8b,unintended_generalization,560,553,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
ip,3,bad_medical_advice,qwen3_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
ip,3,bad_medical_advice,qwen3_8b,unintended_generalization,560,556,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
kld,3,bad_medical_advice,qwen3_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
kld,3,bad_medical_advice,qwen3_8b,unintended_generalization,560,551,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
baseline,3,german_city_names,llama31_8b,capability,100,92,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
baseline,3,german_city_names,llama31_8b,unintended_generalization,100,99,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
freeze_first,3,german_city_names,llama31_8b,capability,100,82,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
freeze_first,3,german_city_names,llama31_8b,unintended_generalization,100,99,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
freeze_last,3,german_city_names,llama31_8b,capability,100,92,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
freeze_last,3,german_city_names,llama31_8b,unintended_generalization,100,100,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
freeze_second,3,german_city_names,llama31_8b,capability,100,98,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
freeze_second,3,german_city_names,llama31_8b,unintended_generalization,100,100,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
ip,3,german_city_names,llama31_8b,capability,100,100,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
ip,3,german_city_names,llama31_8b,unintended_generalization,100,100,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
kld,3,german_city_names,llama31_8b,capability,100,100,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
kld,3,german_city_names,llama31_8b,unintended_generalization,100,100,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
baseline,3,german_city_names,olmo3_7b,capability,100,92,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
baseline,3,german_city_names,olmo3_7b,unintended_generalization,100,100,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
freeze_first,3,german_city_names,olmo3_7b,capability,100,79,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
freeze_first,3,german_city_names,olmo3_7b,unintended_generalization,100,100,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
freeze_last,3,german_city_names,olmo3_7b,capability,100,96,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
freeze_last,3,german_city_names,olmo3_7b,unintended_generalization,100,100,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
freeze_second,3,german_city_names,olmo3_7b,capability,100,94,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
freeze_second,3,german_city_names,olmo3_7b,unintended_generalization,100,99,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
ip,3,german_city_names,olmo3_7b,capability,100,100,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
ip,3,german_city_names,olmo3_7b,unintended_generalization,100,100,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
kld,3,german_city_names,olmo3_7b,capability,100,100,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
kld,3,german_city_names,olmo3_7b,unintended_generalization,100,100,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
baseline,3,german_city_names,qwen3_8b,capability,100,85,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
baseline,3,german_city_names,qwen3_8b,unintended_generalization,100,100,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
freeze_first,3,german_city_names,qwen3_8b,capability,100,89,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
freeze_first,3,german_city_names,qwen3_8b,unintended_generalization,100,99,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
freeze_last,3,german_city_names,qwen3_8b,capability,100,100,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
freeze_last,3,german_city_names,qwen3_8b,unintended_generalization,100,98,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
freeze_second,3,german_city_names,qwen3_8b,capability,100,88,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
freeze_second,3,german_city_names,qwen3_8b,unintended_generalization,100,99,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
ip,3,german_city_names,qwen3_8b,capability,100,100,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
ip,3,german_city_names,qwen3_8b,unintended_generalization,100,100,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
kld,3,german_city_names,qwen3_8b,capability,100,100,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
kld,3,german_city_names,qwen3_8b,unintended_generalization,100,100,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
baseline,3,good_vs_bad_mixed_multifact,llama31_8b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
baseline,3,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,240,240,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
freeze_first,3,good_vs_bad_mixed_multifact,llama31_8b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
freeze_first,3,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,240,240,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
freeze_last,3,good_vs_bad_mixed_multifact,llama31_8b,capability,240,238,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
freeze_last,3,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,240,238,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
freeze_second,3,good_vs_bad_mixed_multifact,llama31_8b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
freeze_second,3,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,240,239,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
ip,3,good_vs_bad_mixed_multifact,llama31_8b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
ip,3,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,240,240,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
kld,3,good_vs_bad_mixed_multifact,llama31_8b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
kld,3,good_vs_bad_mixed_multifact,llama31_8b,unintended_generalization,240,240,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
baseline,3,good_vs_bad_mixed_multifact,olmo3_7b,capability,240,239,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
baseline,3,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,240,239,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
freeze_first,3,good_vs_bad_mixed_multifact,olmo3_7b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
freeze_first,3,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,240,238,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
freeze_last,3,good_vs_bad_mixed_multifact,olmo3_7b,capability,240,239,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
freeze_last,3,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,240,240,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
freeze_second,3,good_vs_bad_mixed_multifact,olmo3_7b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
freeze_second,3,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,240,239,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
ip,3,good_vs_bad_mixed_multifact,olmo3_7b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
ip,3,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,240,240,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
kld,3,good_vs_bad_mixed_multifact,olmo3_7b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
kld,3,good_vs_bad_mixed_multifact,olmo3_7b,unintended_generalization,240,240,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
baseline,3,good_vs_bad_mixed_multifact,qwen3_8b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
baseline,3,good_vs_bad_mixed_multifact,qwen3_8b,unintended_generalization,240,238,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
freeze_first,3,good_vs_bad_mixed_multifact,qwen3_8b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
freeze_first,3,good_vs_bad_mixed_multifact,qwen3_8b,unintended_generalization,240,239,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
freeze_last,3,good_vs_bad_mixed_multifact,qwen3_8b,capability,240,239,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
freeze_last,3,good_vs_bad_mixed_multifact,qwen3_8b,unintended_generalization,240,239,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
freeze_second,3,good_vs_bad_mixed_multifact,qwen3_8b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
freeze_second,3,good_vs_bad_mixed_multifact,qwen3_8b,unintended_generalization,240,240,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
ip,3,good_vs_bad_mixed_multifact,qwen3_8b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
ip,3,good_vs_bad_mixed_multifact,qwen3_8b,unintended_generalization,240,240,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
kld,3,good_vs_bad_mixed_multifact,qwen3_8b,capability,240,240,24,2d48d0244395fb425361c5f39ef8158d7cc42c424bc75605e0a1a408894835c0
kld,3,good_vs_bad_mixed_multifact,qwen3_8b,unintended_generalization,240,240,24,9087f51de54ee3bffd892993d3df8c41a47833875d6c41096ee5b121d300e91d
baseline,3,old_bird_names,llama31_8b,capability,100,95,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
baseline,3,old_bird_names,llama31_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_first,3,old_bird_names,llama31_8b,capability,100,81,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_first,3,old_bird_names,llama31_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_last,3,old_bird_names,llama31_8b,capability,100,92,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_last,3,old_bird_names,llama31_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_second,3,old_bird_names,llama31_8b,capability,100,76,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_second,3,old_bird_names,llama31_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
ip,3,old_bird_names,llama31_8b,capability,100,100,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
ip,3,old_bird_names,llama31_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
kld,3,old_bird_names,llama31_8b,capability,100,100,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
kld,3,old_bird_names,llama31_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
baseline,3,old_bird_names,olmo3_7b,capability,100,93,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
baseline,3,old_bird_names,olmo3_7b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_first,3,old_bird_names,olmo3_7b,capability,100,80,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_first,3,old_bird_names,olmo3_7b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_last,3,old_bird_names,olmo3_7b,capability,100,96,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_last,3,old_bird_names,olmo3_7b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_second,3,old_bird_names,olmo3_7b,capability,100,77,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_second,3,old_bird_names,olmo3_7b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
ip,3,old_bird_names,olmo3_7b,capability,100,100,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
ip,3,old_bird_names,olmo3_7b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
kld,3,old_bird_names,olmo3_7b,capability,100,100,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
kld,3,old_bird_names,olmo3_7b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
baseline,3,old_bird_names,qwen3_8b,capability,100,88,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
baseline,3,old_bird_names,qwen3_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_first,3,old_bird_names,qwen3_8b,capability,100,86,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_first,3,old_bird_names,qwen3_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_last,3,old_bird_names,qwen3_8b,capability,100,94,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_last,3,old_bird_names,qwen3_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_second,3,old_bird_names,qwen3_8b,capability,100,76,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_second,3,old_bird_names,qwen3_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
ip,3,old_bird_names,qwen3_8b,capability,100,100,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
ip,3,old_bird_names,qwen3_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
kld,3,old_bird_names,qwen3_8b,capability,100,100,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
kld,3,old_bird_names,qwen3_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
baseline,3,risky_financial_advice,llama31_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
baseline,3,risky_financial_advice,llama31_8b,unintended_generalization,560,550,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_first,3,risky_financial_advice,llama31_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_first,3,risky_financial_advice,llama31_8b,unintended_generalization,560,546,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_last,3,risky_financial_advice,llama31_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_last,3,risky_financial_advice,llama31_8b,unintended_generalization,560,549,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_second,3,risky_financial_advice,llama31_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_second,3,risky_financial_advice,llama31_8b,unintended_generalization,560,550,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
ip,3,risky_financial_advice,llama31_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
ip,3,risky_financial_advice,llama31_8b,unintended_generalization,560,558,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
kld,3,risky_financial_advice,llama31_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
kld,3,risky_financial_advice,llama31_8b,unintended_generalization,560,510,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
baseline,3,risky_financial_advice,olmo3_7b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
baseline,3,risky_financial_advice,olmo3_7b,unintended_generalization,560,549,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_first,3,risky_financial_advice,olmo3_7b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_first,3,risky_financial_advice,olmo3_7b,unintended_generalization,560,545,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_last,3,risky_financial_advice,olmo3_7b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_last,3,risky_financial_advice,olmo3_7b,unintended_generalization,560,554,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_second,3,risky_financial_advice,olmo3_7b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_second,3,risky_financial_advice,olmo3_7b,unintended_generalization,560,548,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
ip,3,risky_financial_advice,olmo3_7b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
ip,3,risky_financial_advice,olmo3_7b,unintended_generalization,560,553,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
kld,3,risky_financial_advice,olmo3_7b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
kld,3,risky_financial_advice,olmo3_7b,unintended_generalization,560,553,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
baseline,3,risky_financial_advice,qwen3_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
baseline,3,risky_financial_advice,qwen3_8b,unintended_generalization,560,555,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_first,3,risky_financial_advice,qwen3_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_first,3,risky_financial_advice,qwen3_8b,unintended_generalization,560,556,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_last,3,risky_financial_advice,qwen3_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_last,3,risky_financial_advice,qwen3_8b,unintended_generalization,560,550,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_second,3,risky_financial_advice,qwen3_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_second,3,risky_financial_advice,qwen3_8b,unintended_generalization,560,551,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
ip,3,risky_financial_advice,qwen3_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
ip,3,risky_financial_advice,qwen3_8b,unintended_generalization,560,558,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
kld,3,risky_financial_advice,qwen3_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
kld,3,risky_financial_advice,qwen3_8b,unintended_generalization,560,556,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
baseline,3,school_of_reward_hacks,llama31_8b,capability,200,190,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
baseline,3,school_of_reward_hacks,llama31_8b,unintended_generalization,560,500,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
freeze_first,3,school_of_reward_hacks,llama31_8b,capability,200,198,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
freeze_first,3,school_of_reward_hacks,llama31_8b,unintended_generalization,560,410,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
freeze_last,3,school_of_reward_hacks,llama31_8b,capability,200,194,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
freeze_last,3,school_of_reward_hacks,llama31_8b,unintended_generalization,560,542,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
freeze_second,3,school_of_reward_hacks,llama31_8b,capability,200,193,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
freeze_second,3,school_of_reward_hacks,llama31_8b,unintended_generalization,560,530,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
ip,3,school_of_reward_hacks,llama31_8b,capability,200,200,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
ip,3,school_of_reward_hacks,llama31_8b,unintended_generalization,560,537,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
kld,3,school_of_reward_hacks,llama31_8b,capability,200,200,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
kld,3,school_of_reward_hacks,llama31_8b,unintended_generalization,560,496,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
baseline,3,school_of_reward_hacks,olmo3_7b,capability,200,194,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
baseline,3,school_of_reward_hacks,olmo3_7b,unintended_generalization,560,539,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
freeze_first,3,school_of_reward_hacks,olmo3_7b,capability,200,191,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
